series,sequence,n_rows,t_start,t_end,ref_col,input_sha256,derived_cols,derived_sha256
oxford_x11,2015-05-19-14-06-38_rtk,22071,0.0,2206.997165,v_ins,8cc4a16e308c5ad87064d5974e400324590023702ff563fe75c575cebfdde14f,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,052b28cfa574c2dff847c742de4ea21ac74a1eff02dd04556260cfb34141e14e
oxford_x11,2015-07-08-13-37-17_rtk,27171,0.0,2717.022359,v_ins,8dd476c3e869e14de1d2c3df5cab3ccb7e58586bfd49c45d9199890baece8d45,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,dad6587dec331618000b0f8928698001bbc19ba7e903313b5da0043fad8890cd
oxford_x11,2015-08-12-15-04-18_rtk,22911,0.0,2291.026128,v_ins,a77600c3e531035469348d4e2bfd36379befdf709d44d57af8d55c23bfbfd71a,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,ff5cdd356d57bfb3d81c6c4fe0e66279a56e086cbf3fa7b97cc048687e764237
oxford_x11,2015-08-17-13-30-19_rtk,15051,0.0,1505.003198,v_ins,413d6e71862dcee929aeacefaecac8bdbebd859c67844b33f376812441031bed,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,842043a145c1dbb3b347545d864cb3d60506521bee4862bd7d0708b11350b206
oxford_x11,2015-08-27-16-07-13_rtk,27600,0.0,2759.93799,v_ins,5ed8dc8645dab9afd691d846c4f87f1371d574c14cce407550d365a6f48ef598,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,ea0e3fa1f8ac7cd74e0ea4c0bda96364b615d109eed08f86fe11242e0a834587
oxford_x11,2015-11-02-10-45-59_rtk,29931,0.0,2992.992514,v_ins,e2fa5c239047b9befb0198a4997ca329bdcb78b57888b4e27b159fd664675477,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,92b71486ce64fafb07379383c387b8b3eebc69453ef27a0b50523d63a9c66854
oxford_x11,2015-11-12-11-22-05_rtk,21701,0.0,2169.998432,v_ins,74448d6be1fb78c06ce465dfc83e4422d3e0f88f77b0bf8e4d64c37dddf6a559,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,79355f7a398b86a1ed48f7df739ae1712a9d104f9a1c0e5dcdbc041275705254
nuscenes_x20,scene-0001,193,0.0,19.41835,v_can,7107efb6a41f40e66a9595d5bfc2f04317a0831333a3a36729761318785a96fb,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,4ef023a72aef1c891a4a0e2e3dd1bed40d84b433f94d25de1d2656a41bb8f664
nuscenes_x20,scene-0053,191,0.0,19.199157,v_can,b29c2df8b96b28188dcbde41c68e350254f166f47ba3d930a25465f494d3785a,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,5a7d010943f036e9e3c2d1baed47933c4e5d37000dbc875df6719eea5ac68798
nuscenes_x20,scene-0103,194,0.0,19.339665,v_can,2827be9250fe4fcf6b139913035346590364f0b3889e51eaf0159480036eacc8,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,a1dd19092ad81b0b9359a499f491ac3c10fefece2397c23d7d850e652ff60bb7
nuscenes_x20,scene-0158,193,0.0,19.319001,v_can,09a501c76b213e7ab0253baea7828dcc79a9349408935c7b538b725f917a31a4,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,efaa5a9ffcbc9b0474aa5841f6dc33c6bff4fd6714c861143b83009aa2c234b3
nuscenes_x20,scene-0234,193,0.0,19.2993,v_can,0b887afe46206672f458e9d42cbd9da91b81002c451717e8580f7339a3f7e07e,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,c6378486ada31384a124eb0780755d8399ccf37ce626922b19a4bef1e71a56ff
nuscenes_x20,scene-0285,195,0.0,19.459731,v_can,4e80b4d29f1527dac8e5bf4dcfed6c539c14c82fe9c299a7156152495148fba9,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,19932df26037b0efcbec53e5da2b812a1a9f742c7cd2de42241b581075ef779a
nuscenes_x20,scene-0347,190,0.0,19.018721,v_can,d55dc34b2f64b2e98aa1751fef3623d1af0b420afa6f6f38c43f6fc5ff5aa724,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,42af10b959365f851a4613df541ad2b1cd9742d9f3ff17104d6e93aee3ebe302
nuscenes_x20,scene-0398,196,0.0,19.639496,v_can,51806a88eff6dd9205e65b80b8518b7f364c8d87bfa6de1af7cead25ad31eb04,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,1201cc8d7805493147dfce7308610c1f9bd19daf35a26e901ede1a98a58826a4
nuscenes_x20,scene-0450,195,0.0,19.478761,v_can,eb4f48a5d3d30a519b98b533743b003e317b7e3a6d1d0694f8a62dccf59e0508,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,bb7492b9091ad36819c50e02641141c0e9feb532b686473a3259c98f10c501ca
nuscenes_x20,scene-0505,195,0.0,19.439448,v_can,3dab39930f61dbcec6c26fce9cf51b76db1a1ba7a062c959656978659eafca7e,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,bbb3c1fe10c90af6f31390381b9f372d80ac166d1be30f2ae99783f2803dd36f
nuscenes_x20,scene-0557,195,0.0,19.519429,v_can,b93e323aaab753c71ee0b10e9329c54a1cadbf344b85abd591498e280889d382,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,ca471a6fbcee4c22e41551355d5309db5801a653383baa5fc6aeeefe02d0ec5b
nuscenes_x20,scene-0612,198,0.0,19.819257,v_can,38c266a4758064e90a410e8b1502673c5055478beeafbdd8aa4f6d9d20d5cc23,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,98a48587f50195f1d71dde0ff30d3d98089d98d02f73becd2498ecbee71d2068
nuscenes_x20,scene-0664,199,0.0,19.861589,v_can,7ee2eed3ab1586db2c6e32326543712e7d72b85747aaa509586021768b379528,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,031d78899a1000f649d3a467114960d10913f1071c1b7a884779da11b483c586
nuscenes_x20,scene-0730,195,0.0,19.559491,v_can,de29659c19d49c4239d1bd57a3cadcc59aaedda3978d636dfd927a8edefd26f2,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,e363f3d65941d3698a2c0032afbc953960bae568a1fa6c473c9db857b169e0cf
nuscenes_x20,scene-0798,195,0.0,19.497979,v_can,15543a033e71e37c89a8ccdc27db3752dd9930b0174131af6387de24a3e219dd,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,c4fac5e2e84bc72e0f5adc812f3f7a091f5a9511c875c8f3ad31c875607374eb
nuscenes_x20,scene-0860,198,0.0,19.778792,v_can,dcee6d507f1ecfe769ad8eb31ea22d78825c035d1556737176b5621dab639c17,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,bcc4b81a8c10b0fc3da1facb2b8c55a84dbba1665e56e18e1d090811a766d730
nuscenes_x20,scene-0914,197,0.0,19.719848,v_can,4e50da1f5709872fa79b3c68293ef0d672c065debe2893afff30ccaa37fc20d8,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,fa815499f0862c4e4e8cdd6798b465b39cbbe50c63dade416fa1a7cff0ca9502
nuscenes_x20,scene-0977,195,0.0,19.459641,v_can,5b42c7fc0cba9a03c8bceab2b739c9608b70429045238d0d7ea59fea80cc465f,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,eceabbe6e73ca464901f15583200613c744da4062ddd3d48f9c6960b0ff98a60
nuscenes_x20,scene-1031,199,0.0,19.898123,v_can,6c0fd4a7cd481b3e901f3b3da094d161b4b12f56895c9d21a2bea7e99c54148e,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,b56d426be258a2213ca675eebf35932cb98fb4473ae244a5da11a7f9ab288cc2
nuscenes_x20,scene-1081,195,0.0,19.499349,v_can,dc6489aadd2e924f949b13cf161fbf426f6912d39232772656e53b880180e2e8,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,d78716c8cb620e5f8783ae55d62e99874e6e3cbd09fa99ac7958e589e89b1ab1
kitti,2011_09_30_drive_0028_sync,5177,0.0,537.779164928,v_oxts,5b5b35b3981892f684fec969ce5a51b14617b758c39e84ecaf44982d3cdc68aa,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,e1c454a45668ec9a6c1cdc8d97ae12480fa1fd58ea78c8fa17e1e22953c66b26
kitti,2011_10_03_drive_0027_sync,4544,0.0,470.836562432,v_oxts,815384bfeef28d18de8f59e393ec19b1a93475f4c68610c4a9a1212df5c193de,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,dad9e31ae1e575d9269b97beccd365e8da1f59e4999bf283e20fb384a528b601
kitti,2011_10_03_drive_0034_sync,4663,0.0,483.4849984,v_oxts,38d21624e5c25820db5c932070533f7ee70b04425b39de700369a108cdede863,v_forward;v_central;v_cubic_global;v_savgol_w7p3;v_smoothing_spline;v_family_a_W3;v_family_a_W5;v_family_a_W7;v_family_a_midspan_W5,34de5fdec6ca6547ed73a13bd62b1054a59183c3f243e08931e30ca0bea1368b
kitti360,2013_05_28_drive_0000_extract,12040,0.0,1203.878229,v_ref,d2c609c50979b11f9344a236c53ad3f90f234bb522ad67fa542296798f284632,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,717d9d5190e3aef745ca745a9ced29adea60b2daccb66371e8a79908839f2e5a
kitti360,2013_05_28_drive_0002_extract,20133,0.0,2013.163353,v_ref,aed7ae8bbb715e5d720912643b72d9cba05df53102fa4c2710c7b93d0a9d3e09,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,23bb2dad8165343c6ed4a590391d40a4f21d685176c47317f0a3bfb0743113fc
kitti360,2013_05_28_drive_0003_extract,1084,0.0,108.297964,v_ref,e48355fba7795850f29575d24b5b22667703f5e9f9904a70785930ea643a6b52,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,8177fdbaeb1e836897d16df96260ef03edccbeabafcb2b73b8187c27e5eadc01
kitti360,2013_05_28_drive_0004_extract,12116,0.0,1211.47809,v_ref,d21c6a73117891c0291091e0579d99ffb4bbea91cf664f6909b6a08b8721ab3c,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,4112d07ed7e8acf7809ccf49fc382f0f1510172f9d3e33ad5774c5181ff5108f
kitti360,2013_05_28_drive_0005_extract,7055,0.0,705.397201,v_ref,72c644494744264d8be4f7e8cf0dbfba90a477120c15d0016d4b2674665a978c,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,753b498b537029929e2925d5faacbef9b10184f91387f14a693df9f88f0364de
kitti360,2013_05_28_drive_0006_extract,10143,0.0,1014.181672,v_ref,4f2f244d83e4cd1213a8851d164e750470ab07633407aafa65063e18ec49fb7d,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,221fa07dcd28052f7411d219579190d301037b8c65859945754359eefbbcbb5c
kitti360,2013_05_28_drive_0007_extract,3553,0.0,355.193462,v_ref,5a6bd9134e9b77136caaeb214ef8f5ad440e76240d196584273f1adfe818ebcc,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,2c0d9614b3d539dd03e45b7200461b4bf5c4db05251ad5e84f4948e53bd89462
kitti360,2013_05_28_drive_0008_extract,9237,0.0,923.583041,v_ref,63b8d9545f154bd9ef91020a018dff8b20140217253054dd0061ca00cb4657c3,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,04e8b5fdfae96313df9be6abecd177db71806b1d5be60b392d44640d6abfab6e
kitti360,2013_05_28_drive_0009_extract,14665,0.0,1470.403175,v_ref,dcc1ab0b5f635f1bbff76cbae0619c32ea6c42b7c4ea8a12a7cfa9db965fd427,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,c64f49a7e7e11a72f3895df882ac6ba48cbd7b38ff213e1df91398b38acc35c4
kitti360,2013_05_28_drive_0010_extract,4003,0.0,400.192666,v_ref,83ed5011b920443504fbe5616081d9206d9ebb2198515fce327788471271cd15,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,40ac36928ef84f6313c1b3b98836385866791c46da1320ea4e301881fd106b74
boreas,boreas-2020-11-26-13-58,10755,0.0,1075.3993690013885,v_ref,fb7439b252852bf4cc192a614d2d18fa3ed9e630138a31d634b76389a9ca0e0c,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,f39a8e030d7db287a53a598f2250d7f359850776c36f6bc07ea8f2af9d1ca8f6
boreas,boreas-2021-06-17-17-52,12749,0.0,1274.8045122623444,v_ref,2789c2057fbc800fd11c3452e3423ed2f8fd3ca55e452da604f6b1661ad690bf,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,3cb4a5352c1b9dfd0e64769a1f841d3910436858a085f515cc626507e7f6e6d4
boreas,boreas-2021-09-02-11-42,10736,0.0,1073.5029294490814,v_ref,c7b6ef068adb392ba167947702236f03f1a92c3e8af9f6d5a0d2312282cd2ad1,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,70b5abecb0e43f2d35d7a97605ea91b5b4ff5383f8c49e2ee26cca427a4fd3d2
pit30m_10hz,00682fa6_00,2378,1194052917.935841,1194053155.6356144,v_ref,4313e79a55b7866599e725556700276fa29aa35236fb85d316a47716253cdc5c,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,a198ab34661616a126623d83173ac0d65a54eb2f1791dd822fb8ef7ab1022764
pit30m_10hz,00682fa6_01,1669,1194053293.295483,1194053460.095324,v_ref,de106e5ab6d1defa21cb3b0631c293838a1987844d7356206e9ef930e564e9ad,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,7c2be58388806ade7b044f41707d1bccd41138dc5079e58c616ce2da7b414a61
pit30m_10hz,00682fa6_02,4885,1194053744.7450526,1194054233.1445868,v_ref,7109946ebe1384f9d26f2ba421bc507a9602fd0276e0c98ffa79bb59162efecf,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,f7d2451497de730c7a75f1ec897fd9691ff6cc0df9250150be9d26ae0597f3ac
pit30m_10hz,00682fa6_03,3319,1194054236.429369,1194054568.2290525,v_ref,fb999725d77b3fcf83874e3b877b0b404e6cac79f71418678eeef99c997e9ac6,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,48d418b1aae20b5ac02533a046721252a7528511c092b6c43fd171d4a22d4657
pit30m_10hz,00a05077_00,1417,1179602496.532148,1179602638.1320128,v_ref,0ee463b62a1b74b4d927be326930a63a1a2054575954d588f12a14773a3b3266,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,1d03f8bcb187c12bb45ab72a4b49c8b1184d7793a6105e148b32a408301d9622
pit30m_10hz,00a05077_01,9602,1179602670.294721,1179603630.3938053,v_ref,e8bcbe9036b6f6dfd264e4acb40cfd0755c5562d6a2303bd1fd6114d6d91fed5,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,fb90aa8cf15e256e1ad0ac5606dabcf993bdcbc5a4a5bbca789cdd5313fa62bf
pit30m_10hz,00a05077_02,256,1179603667.238482,1179603692.7384577,v_ref,e9e2ba33df94bb24898cf46e3a28e822bcab17f6ccfcee19d18ddaeab5cf0211,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,8111112684db5643af3194eb99a8b77363fe26d2184925a8434b51b6d192a00b
pit30m_10hz,00a05077_03,21551,1179603726.552444,1179605881.5503888,v_ref,3362fd441c8d0be427e5a77098532704406103a3fd72ac1d87d1f7fb1cd33ec1,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,fc0a8b192a761132c3ac06220c6c45cfe66888ded9ca553492bb3a1aa58a8055
pit30m_10hz,00a05077_04,1504,1179605889.759272,1179606040.0591288,v_ref,97224cb1619b09cb31841389409b3899abbba8aeb19f0bb07abd4a47afe7e79b,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,f7989fa988c0597a9311bb044349e702b7dce3230f037d970905b1f3a178dea8
pit30m_10hz,0106abc2_00,11256,1197388145.743583,1197389271.2425096,v_ref,0249c3ac0d12d8ec102547c60b9a8265e356ca79cd5df76cef7f8c23250298f0,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,aa5554f9bda9862bde80be3929af023daaebc6f46c1eb0beb0c13d466b24fa27
pit30m_10hz,0106abc2_01,660,1197389296.978187,1197389362.8781242,v_ref,3bd1e53ebfa151519aead680ebd668f798e6a684942d6bd89b9539844ee1afb1,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,23ce21d829900605d678e1f949561889b9f00b36819ad4e8cf9348d0f941aedf
pit30m_10hz,017be362_00,3377,1179419914.758883,1179420252.358561,v_ref,5835fd131d14b36efd8a05ab92cd63addd65e3f7df83780b713bc94703f676ed,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,6afe57c6e824fd4b6fa3b73a4602ef80b2d44e5394caf9bf1f91fda940662fa1
pit30m_10hz,017be362_01,172,1179420293.019768,1179420310.1197517,v_ref,5a6c1b2ff1e1864d38fd11d3400b01f34c0617e59832d02074639e82043d89e8,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,80ef8f36633c47ae1e82208d24e59b9d981df821530133fc35c927a5d557d6f7
pit30m_10hz,017be362_02,2351,1179420510.157475,1179420745.157251,v_ref,e7d5c62dcad4a3b4a50b7e0b57f9860f63c99d2a2ed7616f22d431e6e352bee1,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,f0dd7444ff64b775625f32fec51692de8546057c2ba3944996ff560a87ebaa40
pit30m_10hz,017be362_03,422,1179420788.853793,1179420830.9537528,v_ref,82f238a76e9454a580f5d6d378ee42fb6aa0c6caf5f5adbdcc9efd6ae61be3aa,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,8e382f86bff486b01a99e730c680ab6a26dfbc9f049eb71f095584ae8b74af0f
pit30m_10hz,017be362_04,3553,1179421303.661049,1179421658.8607101,v_ref,d0be7ac0afc6ab5acefaacb97ea6530a62a89512c569f7f118b59470ddcb2e76,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,fb9552b5401df3fe11f1f74fa00d41dd86f03ef741d9e8f0fc99ebdaf86bcff3
pit30m_10hz,017be362_05,11336,1179421703.308783,1179422836.807702,v_ref,9491680e6c6907a6cbbebbd21b462290b44828c9f659717188f4d6f2f945f1e6,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,84153c797950fa5f1f5826cad4f75076fd98ea84875dac63b7c0197c6dce09c4
pit30m_10hz,017be362_06,675,1179422840.521211,1179422907.9211466,v_ref,83c23c0ec920fb88b5a475d4bb31381a75a469f07896ca48c244646c5e8032e9,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,923ca5ed2a592c8481b801bb1e448c53b05490280c1001e785d858821357b889
pit30m_10hz,017be362_07,7067,1179422920.049698,1179423626.6490242,v_ref,11a2b5e2548c87921225d9f2522515f1419ecb30fa582be59ff56d8a29bec882,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,75f158cce8d1b6cc11af11479c3804a6fde22ec402330f3b00f92825d7de5553
pit30m_10hz,01959149_00,12649,1195361294.501267,1195362559.3000607,v_ref,5aca68130109001347a05cb15e660d7482760ed9f0b6f5de87706c89627d8fab,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,c6c1bdbf2b35dacb80f2a884c8ed0c3ba5568aa4146eac37134bb48a1c2dee7a
pit30m_10hz,01959149_01,1826,1195362895.4837,1195363077.983526,v_ref,5c343b618d35112607a85dfd81ae0c9ca9e4b2fd3445a8ffa085351128a93254,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,c6e1ea0a939c68a9c9b3625f02f89e87d9a261c5b6fde9cfe255a1e47a879426
pit30m_10hz,01959149_02,183,1195363096.313837,1195363114.5138197,v_ref,69934b505299d84bd26c8fca28dfe7c078e8cdd2f805007aba8dca807f39df73,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,871a361949b4f01294ce23dc6b2b68cbee504e3703a78e3ab406afeb2c96c51f
pit30m_10hz,01959149_03,2072,1195363216.424199,1195363423.5240016,v_ref,9f1a9df2c690b28ce83667f3701c08d7a850f781cef28c2c896e87e7e227add3,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,21e03bf7c13a5f3fc73eb5e8fceb5030ef714a01a8590c7533d5318337875315
pit30m_10hz,01959149_04,222,1195363451.571604,1195363473.671583,v_ref,def2d1f521f9c24b6c6cfed2b34193701c907ce7f545f8e2c3d23fc4474368f7,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,d93795e207ecfce8168cdb8b2ba40bc2980efaacdfcd9735743a623135c1342f
pit30m_10hz,01959149_05,5820,1195363501.645735,1195364083.54518,v_ref,127cd1ad9fe62a03e5630ff2f888958728787782500477dbec1b973846bc64a8,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,f9200dc691ac1c4d38daf600f81e297a07b420ef768ce0faa1fa6a280fdbbe08
pit30m_10hz,01959149_06,7025,1195364090.86887,1195364793.2682002,v_ref,0592230db6abf705b3ac6d93b1682a73e362737cd9a64cf906aa82dfee752cd6,v_central;v_family_a_W3;v_family_a_W5;v_family_a_W7,eaee0ac474891e89be49e3ad383f5fc4b097e6cc89adf7ee3be03ab1f5ab6760
